numeric_signal_0,numeric_signal_1,numeric_signal_2,numeric_signal_3,numeric_signal_4,numeric_signal_5,category_context_0,category_context_1,category_context_2,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,target
0.3547784821701996,-1.0978623583492235,0.3017487630933406,0.8724169947722835,-0.2475025273450925,-1.240684408197331,mid,mid,mid,1,closed,route_f,type_4,group_x,B07,0.9293086628470185,route_f,type_4,0.20686263286125092,1
-0.1352543253936924,1.0035665601832853,1.2019764556224692,1.718854596670242,0.896239175223471,0.9359112493198444,mid,high,high,1,closed,route_c,type_4,group_x,B07,1.0,route_c,type_1,1.0,1
1.1946741443280215,-1.1213806380747848,2.0349780379610416,-3.4714001296772503,-2.3833811090972508,-1.7351072792548743,low,mid,mid,0,pending,route_c,type_1,group_n,A12,0.9281844827828089,route_c,type_1,0.0,0
-1.4126684181710272,1.213316409185642,0.272028606761923,0.1467672580963674,0.5674321135950511,1.263820372392006,mid,high,high,1,closed,route_f,type_4,group_x,B07,0.9080392595888624,route_c,type_4,1.0,1
0.5568208407749982,-0.2103701585610457,-1.244717648954049,0.895485110314194,0.1921002387033921,-0.761243089276207,low,mid,high,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,0
-1.8852000520211167,-0.2962674435088817,0.3633623733369602,-0.8340983311040567,-1.5761151841855754,-2.7640787545894883,low,low,low,0,pending,route_c,type_4,group_n,A12,0.23222580097799944,route_c,type_4,0.005880513229821592,0
1.1474093301916062,-0.3042238811718139,3.0857306609134563,2.0271220423265675,-0.7376407676916803,-2.4694890437922385,mid,high,high,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,0.0,1
-0.1792104746253887,0.0825126993231893,0.4524347072709,2.6973436786591565,1.883948376908845,2.0928190000469944,mid,high,low,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.5871813724190873,1
-0.4020667445166706,0.5242646776431689,-0.4608912119360613,-0.3876454298453167,-1.0723855854753883,-2.2734055340039383,low,high,low,0,pending,route_c,type_1,group_n,A12,0.12822361374828029,route_f,type_4,0.22716129057437906,0
0.4800595800866833,-1.3654620221921805,0.5248604049032112,0.8755672928246142,-0.3561813200731466,-1.419574690836373,mid,high,mid,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.0,1
-0.8862203436094058,0.2686614266837726,-1.178378834671327,-1.343178418872701,-0.7000525618260937,-0.8095590917641378,high,mid,mid,0,pending,route_c,type_1,group_n,B07,0.0,route_f,type_1,0.901827919100797,0
-2.8882712051927246,0.293269314133503,0.8853622131517433,0.4516719440325382,0.2207130995484414,0.3998565278224804,low,mid,mid,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.886533735351972,0
-1.253348193121886,0.3486443443342206,0.6376950952067053,0.8825435355023815,-0.2490209636411797,-1.1422773989482948,mid,low,high,1,closed,route_f,type_4,group_x,B07,0.9433477216915435,route_f,type_1,1.0,1
0.2529368142650801,-0.0634460639441458,-1.582483205895448,-1.2062263088422047,-0.4341120014131948,-0.4529336754250842,high,low,high,0,pending,route_c,type_1,group_n,B07,0.34910314995998754,route_c,type_1,0.0,0
0.5289579363925203,-2.038961277005416,1.0552582051342736,2.3641802567917454,1.348298750950005,1.3555450370103623,mid,low,high,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.5433269494090063,1
0.2726977935299349,0.6503817887212686,-2.064929575729982,-0.0286921847531329,0.0853592756071332,-0.4598470346223087,low,low,low,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,0.08244378514967592,0
-0.2504680389919105,-0.0196234858104745,0.4608348549397629,0.561959481122819,-0.06711077501121,-0.4991254707245457,low,mid,mid,1,closed,route_c,type_4,group_x,B07,1.0,route_c,type_1,1.0,1
1.5213984978319222,-0.4909374498713653,-2.2652861384619944,-0.9357563622254812,-0.2054949467442006,-0.392111275753664,high,low,high,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.0,0
0.4801461362223696,2.7308672332235675,-0.2760062012904314,-1.89377884821606,-1.0683732588479276,-0.871205949086526,low,mid,high,0,pending,route_c,type_1,group_n,A12,0.19934714021307257,route_f,type_4,0.0,0
-1.8959648413072887,0.1702983621623942,2.156573692348708,1.3962857374983535,-0.5526499802277445,-1.7931159396561456,mid,mid,mid,1,closed,route_f,type_1,group_x,B07,0.9124083448055539,route_f,type_1,1.0,1
-0.8480986993392317,-1.6010192977017523,-1.899570914859245,2.015319336721979,0.0516808514280108,-2.290325880828379,low,high,mid,0,pending,route_c,type_1,group_n,A12,0.06639381982247672,route_f,type_4,0.7034321954164984,0
1.309472896350713,-0.5681423298343345,0.9497770529178702,1.5759657776934248,-0.1017772616655963,-1.3142003582240134,high,high,mid,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_4,0.791985804170749,1
-0.4483802190538822,2.010009289300001,0.6584242524510787,1.036611110858864,-0.1786036801071314,-1.1098835369403923,mid,high,high,1,closed,route_f,type_4,group_x,B07,0.05098183210716155,route_f,type_4,0.8479836678579074,1
1.840217134841991,-0.7454734920621153,1.5223767557783807,1.1912335102170972,0.4132905894447385,0.3985157647113673,mid,mid,mid,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,1.0,1
-0.5636490274263427,-0.4109311562991841,-0.6675750192632527,0.5898669062567607,0.1781381260908887,-0.3326081838131302,low,high,low,0,pending,route_c,type_1,group_n,B07,0.0014312762434220085,route_f,type_4,0.0,0
1.4550212227631638,0.0030841268250269,0.9651224544664584,-0.762201817211579,0.1320862984757015,1.2960358140447596,mid,high,mid,1,closed,route_f,type_4,group_x,B07,0.9925215546624583,route_f,type_4,0.9093070516152667,1
1.47405605248808,-0.3520130748534739,-0.4362601379079385,-1.4286226629663252,-0.9469737017812117,-1.0564991287186514,high,low,low,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,1.0,0
0.2918617620000149,0.8994649711482459,1.749640349506374,2.502140020076771,0.8199696430570136,0.2486582371966488,low,mid,high,0,closed,route_f,type_1,group_x,A12,0.9404434455555142,route_f,type_4,1.0,1
-0.1030232013972157,1.2251323481678744,-0.3700849576208447,-2.379457096866912,-1.186984284832255,-0.7452779601412319,low,low,low,0,pending,route_c,type_4,group_n,A12,0.1960457245087489,route_f,type_4,1.0,0
-0.1095492914692035,-0.6040122749251271,0.9707200642292124,1.401083027381554,-0.1996296212812691,-1.3774762842721553,mid,high,mid,1,closed,route_f,type_4,group_n,B07,0.9856188961692167,route_c,type_4,0.9251355990952231,1
-0.0298904739022996,-0.1743137050347479,-0.6025048368389978,1.5152745625811934,0.0124106167987254,-1.510348118344066,low,mid,low,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_4,0.8792347373035525,0
-0.9654979858290555,0.0301615725351249,-2.257201571683896,-1.892224860116572,-0.7532443078120968,-0.8022032114821669,low,low,low,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,0
1.8078761587991905,0.3507851757548093,-3.702914650188757,2.08979766611022,1.2547284350917254,-0.1868544009410681,mid,high,mid,0,pending,route_c,type_1,group_n,A12,0.14579911519238206,route_c,type_1,0.19616995771452053,0
-0.840281430657129,-0.9228301897268332,2.1313613598659056,1.4878468963236886,-0.5036535133186644,-1.7698238748540358,mid,mid,high,1,closed,route_f,type_4,group_x,B07,0.0895178788942934,route_c,type_4,0.09078271541566676,1
0.302449714360124,-0.6279284867539493,0.8667024032686754,0.4207639012138893,0.2809068664458315,0.5593477184314108,low,mid,high,0,pending,route_c,type_1,group_n,B07,0.07424361611577404,route_c,type_1,0.0,0
-0.19211105272144,1.3904997812407467,1.5946929466909907,1.0284020165913206,-0.2259047674090228,-0.9023738895012337,mid,low,mid,1,closed,route_f,type_4,group_n,A12,0.9658784411444526,route_f,type_4,0.9722115928781582,1
-0.8943499126754028,-0.6839595017990969,0.8242882666624749,1.706516728419294,1.0046328177788282,1.0712661122936256,mid,mid,low,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_1,1.0,1
0.8885988803308748,0.7344490334876547,0.1786955111940397,0.5576156946956621,-0.0241933255384313,-0.4897645623215203,high,high,mid,1,closed,route_f,type_4,group_x,B07,0.9147281509440391,route_f,type_1,0.0,1
0.3026853489959858,-0.5341483496880968,0.0587902425899804,0.7060474522074447,0.277025030303151,0.0315473039542086,low,mid,high,0,pending,route_c,type_1,group_n,A12,0.9656011408466849,route_c,type_1,0.8805490303603544,0
0.8375627033583725,-0.8136453560596746,1.1558154281604307,1.3866173950314162,-0.1046006636790301,-1.0852485234288356,mid,high,mid,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,0.7698986702642626,1
0.2848898925721989,0.2070938622329515,-0.3817342993924983,0.0217154085987245,0.3266765627445444,0.6054785609866162,mid,low,low,0,pending,route_c,type_1,group_n,A12,0.11584179245677603,route_c,type_4,0.35873062970356606,0
2.1052024012080106,-1.113054427063712,-0.2135123894256663,-2.3362059906819286,-1.509072246343773,-1.4719632089705683,low,mid,mid,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.17732024520029338,0
-0.0134718216651579,0.3905228975650011,1.438499899861851,2.504453423349565,1.411877132499494,1.5040413399413168,mid,low,high,1,closed,route_f,type_4,group_x,B07,0.8866427449896137,route_c,type_1,0.0,1
-1.9361153136786216,0.1258469696193572,-1.3975529732068324,-1.0602883317427292,-0.485437927311756,-0.6389128078533163,low,high,low,0,pending,route_c,type_1,group_n,A12,0.014403035247776782,route_f,type_4,0.0,0
1.1487334829294389,1.4323420312175017,-0.611117758649471,-1.9238892637012184,-1.6057086602385913,-2.1898523341628824,low,high,high,0,pending,route_c,type_1,group_x,A12,0.22871253964371008,route_c,type_1,0.0,0
-0.3036615238739961,-1.955276426310101,-1.962110493111847,1.193413120376142,0.414653372674633,-0.7500510400836684,low,low,high,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.904330857055334,0
-0.4541895583115157,-0.8203438245306957,-1.1121648828938713,0.4573166271278811,0.3374167435751812,0.0039074540397923,mid,high,low,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.7318126028644301,1
-1.5991364864470128,-0.4067230830465839,-0.8160021423512348,1.1911566173597143,0.0428537753912312,-1.2242036337562698,low,low,high,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,0
-0.7042877081911889,-0.2388807478665973,2.066237601445643,0.3743022709613912,-0.0315099543616307,0.2783686202804465,low,high,mid,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.06328933258147228,0
0.1915209638659648,0.241238137655348,0.4001872763081715,-2.564200747930236,-1.8260954685789577,-1.796292390280944,low,high,mid,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,0.09615030537977602,0
1.5834650253840938,-0.3067803928713705,-1.669304008432563,0.9616722452984096,0.2423511885891434,-0.844409323239244,high,high,low,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_4,0.0,0
0.5458171745620152,-0.8398808965107355,0.4285805950929333,-1.9059493828930816,-1.350396236439881,-1.2759887573019473,low,high,high,0,pending,route_c,type_1,group_n,A12,0.9292720379951549,route_c,type_1,0.1462605148035455,0
0.3534829059486667,0.1215050114017155,1.9445820457257408,1.9674299234611248,-0.2382501668752542,-1.6457337470072737,mid,mid,mid,1,closed,route_f,type_4,group_x,B07,0.0009549354998690451,route_c,type_4,0.0,1
-1.1890112823800345,-0.2552519421022534,-4.301163433318376,0.3185022707557627,0.9735376895194808,0.5360914550499276,low,high,high,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.9426230073242314,0
-1.333157310653655,2.414790998658632,1.6774372881491593,1.7240846854578202,-0.3851084725068578,-1.856130338614991,mid,low,high,1,closed,route_f,type_4,group_x,B07,0.8062243965068248,route_f,type_1,0.1237278968646151,1
-0.2604985619387227,1.7268338422187606,0.3701601090314002,0.7086775798273448,0.0142584447197196,-0.4718261924878107,high,high,high,0,pending,route_c,type_1,group_n,B07,0.10333272365926788,route_c,type_1,0.0,0
-1.2191146113192166,0.1177212173809101,-0.9127074251717576,-1.4319818148668109,-1.006367653790349,-1.3472174283435117,low,high,low,0,pending,route_c,type_1,group_n,A12,0.09975556214722667,route_c,type_4,0.32339814161982394,0
-0.6247895469340525,0.827850095962418,2.09818231362934,1.1152531586551602,-0.3501356077179794,-1.0985063686893726,mid,low,low,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.03693381598158484,1
-0.8881478957273766,-0.3068811486873728,-1.7350194505598768,0.3110964214149672,-0.1679723936189459,-1.2335947415966253,low,low,mid,0,pending,route_c,type_1,group_n,A12,0.7958526792450091,route_c,type_1,1.0,0
-0.0934340709169995,0.228982425061078,1.262046096127829,1.585312254093799,0.5451490417386249,0.2670915648051349,mid,high,low,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.0,1
0.6949979007768748,1.946542837514765,-0.5287237156131628,0.3051335429108114,0.0080132279131508,-0.4258990287874452,mid,mid,mid,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_1,0.8130590623842909,1
0.0886466973980125,1.7221286056849698,0.6977175075899011,0.960948826795905,-0.0842603322652955,-0.8132210077046612,low,mid,low,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,0
-0.622378194990803,0.4780899966274559,0.1194759456880051,1.0579993731338284,0.0411406009937322,-0.8017022028577225,mid,mid,high,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,1
-1.3405531800038282,0.9130002202742996,0.0531619748919155,0.9254807206916718,0.0382108880248523,-0.713120620813682,mid,mid,low,1,closed,route_f,type_4,group_x,B07,0.9845946694963765,route_c,type_4,1.0,1
-0.7090337116647051,-0.510436052426967,-1.053765412237463,-0.1372337327403519,0.0379923238758936,-0.1390449437144942,mid,low,low,1,closed,route_f,type_4,group_x,B07,0.24408496226029494,route_f,type_4,0.0,1
0.1898478362124643,0.576758066193072,1.5318133634748492,1.1731196485619857,-0.1201986839030636,-0.8082122639093643,mid,mid,low,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.7946509884407309,1
0.5150426732761878,0.715658244757891,0.2686645600160281,1.0077023229788609,0.9757848154524872,1.4396483756577805,mid,low,low,1,closed,route_f,type_4,group_x,B07,0.7794727778837484,route_c,type_4,0.7435142553795044,1
1.2879824738019383,-0.4228119610855433,-0.1237012527829919,0.5273479575814147,-0.0247748695992953,-0.564114449328549,mid,high,mid,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.0,1
-0.0826477850381889,-0.8290169196583627,-0.0906692653182199,0.7961839156062782,0.0416235847557331,-0.6383928797791516,high,mid,mid,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,0.9057186771333084,1
-1.5245212866191742,0.2409249972894686,0.9407730872420832,1.3457187841668523,0.7685701503619587,0.8863510199161504,mid,low,high,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.0,1
-1.1930599549102363,-0.0400885126565533,-1.5545222851843068,1.3935296654485172,0.1719586446608047,-1.350204406001692,high,high,low,0,pending,route_c,type_1,group_n,A12,0.12859098246444434,route_f,type_4,0.3132856209416509,0
-0.5652847763990818,-0.4107086591024168,-0.6937749679276956,-0.5481808087642607,-0.7396400796108645,-1.4436892016741694,low,mid,mid,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,0
0.0611156093673878,0.4939518719937205,1.8708296002469325,1.7680650761059509,0.6435676864358413,0.5324985301980139,low,low,low,1,closed,route_f,type_1,group_x,A12,1.0,route_f,type_4,1.0,1
0.283299418440157,-0.7932818938336734,-0.7615668563298246,1.2447849763029477,0.1434591705808471,-1.0224959693271674,high,low,mid,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,0
0.8433726221570585,0.5594490759950371,0.6357006776342506,0.7790097874389363,0.6348570070388891,0.9796167298965904,mid,mid,high,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,0.04956719746922801,1
-1.6063770056091804,0.7792340343136079,-0.7771889967122845,-1.3535933598647416,-1.190233140518587,-1.7943141175519082,low,low,low,0,pending,route_c,type_1,group_n,A12,0.030564080065432906,route_c,type_1,0.0,0
0.9519603635098018,1.1011557622472865,0.3628851198544006,0.1960974898969131,0.1599369302731073,0.3138245010613084,high,high,mid,1,closed,route_f,type_4,group_x,B07,0.15851498181155774,route_f,type_4,0.6562314823225801,1
-0.9906923886377034,0.6294135848867876,-0.7058809027558764,0.6018013333479352,0.1210243071406254,-0.4870394656627415,low,mid,high,0,pending,route_c,type_1,group_n,B07,0.009990439466853249,route_c,type_1,0.28923850701844234,0
2.3004100854469702,1.075433063105038,1.8915807018304245,1.337501038226502,-0.3587149496216976,-1.3829406901242134,mid,high,mid,1,closed,route_f,type_4,group_x,B07,0.9777566858010137,route_c,type_4,0.9726313945759358,1
1.7698624206769662,-1.034372827923598,-0.2703348071854357,1.0865070284590816,0.1235069586911364,-0.7662757673478597,mid,low,mid,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.1511496894756745,1
-0.3617630688368137,0.2801213889694491,1.481722799412172,1.345366831242278,0.4021236626842067,0.2231313526717839,high,mid,mid,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.8477141837015343,1
0.7343046755614968,-0.6493313119203942,-0.913323315152634,-1.4300723338323833,-1.1796074999739066,-1.7471829203953877,low,high,high,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.0,0
-0.7817125206119687,0.8795925879863657,-0.0121227854805954,0.76111379712504,0.0082582973235806,-0.6581275382554893,low,low,mid,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.8244623971155207,0
1.9606912721610468,1.1273582431747582,1.2189877777507807,0.7601114152601786,0.271813095510222,0.3545873921766461,mid,low,high,1,closed,route_f,type_4,group_x,B07,0.8615026814647022,route_c,type_4,1.0,1
-0.3848418819471256,0.463972282923459,-0.2000383665695582,0.6941936736319786,0.0027300958020549,-0.6736546316658991,low,low,low,0,pending,route_c,type_4,group_n,A12,0.0,route_f,type_1,0.06306039285876183,0
1.1682177218168646,-0.8629053387504985,-1.851932707804668,0.6273499072129061,0.0564978632132611,-1.0360646440529042,low,high,high,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.07432833915287984,0
1.166548590977006,-0.572997804990946,-1.5922498958927247,0.1593646462536098,0.2599743677649504,-0.0689551701696102,mid,mid,low,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,1
1.161933813456096,-0.7683649473140721,-1.2849170835109738,0.0470058437978472,0.1770790904794001,-0.0586569433589975,mid,mid,low,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,1
-0.6404934347691842,0.1683951924752465,0.0015975379705865,0.696914520907365,0.064877034962003,-0.4667250446061903,low,high,high,0,pending,route_c,type_1,group_n,A12,0.9794452366369569,route_c,type_1,0.15498186356759777,0
-0.8024927332116473,1.298811324847052,-1.8964308329326676,1.851525576312831,-0.0493332488256896,-2.376548044528108,low,high,low,0,pending,route_c,type_4,group_n,A12,1.0,route_c,type_1,0.7121002122249138,0
0.6071311007836184,1.3111588863181052,-2.6508737182252444,3.0190571630198866,-0.1633792760245015,-3.920073031375616,low,mid,mid,0,pending,route_c,type_4,group_n,B07,0.1813221946738797,route_c,type_1,0.0,0
0.5077576703115002,0.0539884184457929,-1.7611258859293415,1.4378408805514074,0.0160406736097164,-1.8158354891391104,low,low,mid,0,pending,route_c,type_1,group_n,A12,0.03225035642307145,route_c,type_4,0.0,0
-1.640266639225316,-1.6325584029920932,2.2074131800601986,2.1849787595455545,0.522356085411344,-0.0036661413216318,mid,high,mid,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_4,1.0,1
-0.7337879737853639,0.0360633914696274,-1.0336252384610671,-0.9062307173279832,-0.7773362588691423,-1.32580069125043,low,mid,mid,0,pending,route_c,type_4,group_n,B07,0.20873740605020907,route_f,type_1,0.034557018204385406,0
-0.9644042546116924,-0.4301566355918368,1.7555518494165143,2.553952000028466,1.068039365793001,0.7748070741445411,mid,mid,high,1,pending,route_f,type_4,group_x,A12,0.9919152009887359,route_f,type_4,0.7184212321898046,1
0.2709745388461927,0.3041929195534216,-0.8033291886666747,-1.4783783626864029,-0.7405894029841191,-0.6593845475813347,low,mid,low,0,pending,route_c,type_1,group_n,A12,0.016716888527104134,route_f,type_1,0.0,0
0.1448676646575553,-0.6147728651569183,-0.6959082479482372,-1.0295204215063205,-1.1914679645326938,-2.056930655823276,mid,low,low,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.0,0
-2.8712826629574613,-0.1609049080491928,1.2512890990557368,1.2753423133757016,-0.1895598197038941,-1.1505579404744015,mid,low,high,1,closed,route_f,type_4,group_x,A12,0.8821027817656213,route_c,type_4,0.9892358111658737,1
0.328652160373209,0.9002286589152358,1.4351019468179538,1.2498633451161862,-0.4978424056437713,-1.775749953434317,mid,mid,low,1,closed,route_f,type_1,group_x,B07,0.8054052754832238,route_f,type_1,0.6647870679425951,1
-1.0634020065709509,-0.8734096340878084,-0.6158711602941196,0.6914646923147871,1.287548752653378,2.1438261752578214,mid,high,mid,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.1070875674103841,1
-1.172603256861316,-1.2334681012801056,-1.624438502238191,1.5549511481819265,-0.0420036235671931,-2.007676571981752,high,high,mid,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0765374317718999,0
-0.3496121867778036,0.261662972696479,1.3034902381245153,1.156872154831004,-0.2197106050677554,-1.0978431962445467,mid,low,low,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_4,1.0,1
-0.9763752712833716,-0.8924558393569035,1.89651251637524,1.4920564581265017,-0.2251259229817993,-1.211033735021253,low,high,mid,1,closed,route_f,type_4,group_x,B07,0.8560952503038466,route_c,type_4,1.0,1
-1.6970973849862518,-0.6455694286484754,0.0111860857018488,0.0592829525349221,0.6303336578491118,1.3996550471887357,mid,mid,low,1,closed,route_f,type_4,group_x,B07,0.8333968220649685,route_f,type_4,0.9143598631959432,1
-1.8037814217781785,-0.354987284113288,0.5355889364316657,0.1933792394391436,0.3820569939920922,0.8836066478355084,mid,mid,low,1,closed,route_f,type_4,group_n,A12,1.0,route_c,type_1,1.0,1
